主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
1211,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,113合智一体B异常,113合智一体B异常
1212,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备故障告警,是,113合智一体B故障,113合智一体B故障
1213,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,113合智一体B对时异常,113合智一体B对时异常
1214,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB退出/投入,二次设备异常告警,是,113合智一体B检修压板投入,113合智一体B检修压板投入
1215,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,113合智一体BGOOSE总告警,113合智一体BGOOSE总告警
1216,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,113合智一体BSV总告警,113合智一体BSV总告警
1217,110kV,110kV113备用线,113合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,113合智一体B检修不一致,113合智一体B检修不一致
1218,110kV,110kV113备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,113智能组件柜温控器超温报警,113智能组件柜温控器超温报警
1219,110kV,110kV113备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,113智能组件柜温控器超湿报警,113智能组件柜温控器超湿报警
1220,110kV,110kV113备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,113智能组件柜温控器故障报警,113智能组件柜温控器故障报警
1221,110kV,110kV114备用线,114间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,114间隔事故总,114间隔事故总
1222,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114开关SF6气压低告警,114开关SF6气压低告警
1223,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114开关SF6气压低闭锁,114开关SF6气压低闭锁
1224,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114开关机构储能电机电源失电,114开关机构储能电机电源失电
1225,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114开关机构交流空开断开报警,114开关机构交流空开断开报警
1226,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,114开关机构弹簧未储能,114开关机构弹簧未储能
1227,110kV,110kV114备用线,114开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,114开关机构就地控制,114开关机构就地控制
1228,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114开关机构储能电机超时运转,114开关机构储能电机超时运转
1229,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114刀闸电机电源消失,114刀闸电机电源消失
1230,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114刀闸控制电源消失,114刀闸控制电源消失
1231,110kV,110kV114备用线,114开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,114刀闸就地控制,114刀闸就地控制
1232,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114-2/-27/-17刀闸气室SF6气压低告警,114-2/-27/-17刀闸气室SF6气压低告警
1233,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114-4/-47刀闸气室SF6气压低告警,114-4/-47刀闸气室SF6气压低告警
1234,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114断路器气室SF6气压低告警,114断路器气室SF6气压低告警
1235,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114避雷器气室SF6气压低告警,114避雷器气室SF6气压低告警
1236,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA联锁/解锁,一般遥信,是,114开关汇控柜电气联锁解除,114开关汇控柜电气联锁解除
1237,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114直流空开断开报警,114直流空开断开报警
1238,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114可拆卸导体气室SF6气压低告警,114可拆卸导体气室SF6气压低告警
1239,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114验电器故障,114验电器故障
1240,110kV,110kV114备用线,114开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,114线路侧无电,114线路侧无电
1241,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,114测控装置通信中断,114测控装置通信中断
1242,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB复归/告警,二次设备故障告警,是,114测控装置故障,114测控装置故障
1243,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114测控装置异常,114测控装置异常
1244,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114测控装置GOOSE总告警,114测控装置GOOSE总告警
1245,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114测控装置SV总告警,114测控装置SV总告警
1246,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114测控装置对时异常,114测控装置对时异常
1247,110kV,110kV114备用线,114线路测控,二次设备,异常,,,PSCBDB退出/投入,二次设备异常告警,是,114测控装置检修压板投入,114测控装置检修压板投入
1248,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体A异常,114合智一体A异常
1249,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,114合智一体A故障,114合智一体A故障
1250,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体A控制回路断线,114合智一体A控制回路断线
1251,110kV,110kV114备用线,114合智一体A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,114合智一体A就地控制,114合智一体A就地控制
1252,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体A对时异常,114合智一体A对时异常
1253,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,114合智一体A检修压板投入,114合智一体A检修压板投入
1254,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体AGOOSE总告警,114合智一体AGOOSE总告警
1255,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体ASV总告警,114合智一体ASV总告警
1256,110kV,110kV114备用线,114合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,114合智一体A检修不一致,114合智一体A检修不一致
1257,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114合智一体B异常,114合智一体B异常
1258,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备故障告警,是,114合智一体B故障,114合智一体B故障
1259,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114合智一体B对时异常,114合智一体B对时异常
1260,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB退出/投入,二次设备异常告警,是,114合智一体B检修压板投入,114合智一体B检修压板投入
1261,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114合智一体BGOOSE总告警,114合智一体BGOOSE总告警
1262,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114合智一体BSV总告警,114合智一体BSV总告警
1263,110kV,110kV114备用线,114合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,114合智一体B检修不一致,114合智一体B检修不一致
1264,110kV,110kV114备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,114智能组件柜温控器超温报警,114智能组件柜温控器超温报警
1265,110kV,110kV114备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,114智能组件柜温控器超湿报警,114智能组件柜温控器超湿报警
1266,110kV,110kV114备用线,智能组件柜,辅助设备,异常,,,PSCADA复归/告警,辅设备异常告警,是,114智能组件柜温控器故障报警,114智能组件柜温控器故障报警
1267,110kV,110kV115备用线,115间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115间隔事故总,115间隔事故总
1268,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115开关SF6气压低告警,115开关SF6气压低告警
1269,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115开关SF6气压低闭锁,115开关SF6气压低闭锁
1270,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115开关机构储能电机电源失电,115开关机构储能电机电源失电
1271,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115开关机构交流空开断开报警,115开关机构交流空开断开报警
1272,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,115开关机构弹簧未储能,115开关机构弹簧未储能
1273,110kV,110kV115备用线,115开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,115开关机构就地控制,115开关机构就地控制
1274,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115开关机构储能电机超时运转,115开关机构储能电机超时运转
1275,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115115刀闸电机电源消失,115115刀闸电机电源消失
1276,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115115刀闸控制电源消失,115115刀闸控制电源消失
1277,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115刀闸机构加热器故障,115刀闸机构加热器故障
1278,110kV,110kV115备用线,115开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,115115刀闸就地控制,115115刀闸就地控制
1279,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115-2/-27/-17刀闸气室SF6气压低告警,115-2/-27/-17刀闸气室SF6气压低告警
1280,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115-4/-47刀闸气室SF6气压低告警,115-4/-47刀闸气室SF6气压低告警
1281,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115断路器气室SF6气压低告警,115断路器气室SF6气压低告警
1282,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115避雷器气室SF6气压低告警,115避雷器气室SF6气压低告警
1283,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA联锁/解锁,一般遥信,是,115开关汇控柜电气联锁解除,115开关汇控柜电气联锁解除
1284,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115直流空开断开报警,115直流空开断开报警
1285,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115可拆卸导体气室SF6气压低告警,115可拆卸导体气室SF6气压低告警
1286,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115验电器故障,115验电器故障
1287,110kV,110kV115备用线,115开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,115线路侧无电,115线路侧无电
1288,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A保护动作,115线路测保CSC163A保护动作
1289,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A主保护动作,115线路测保CSC163A主保护动作
1290,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A后备保护动作,115线路测保CSC163A后备保护动作
1291,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A电流Ⅰ段动作,115线路测保CSC163A电流Ⅰ段动作
1292,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A电流Ⅱ段动作,115线路测保CSC163A电流Ⅱ段动作
1293,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A电流Ⅲ段动作,115线路测保CSC163A电流Ⅲ段动作
1294,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A零序过流Ⅰ段动作,115线路测保CSC163A零序过流Ⅰ段动作
1295,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A零序过流Ⅱ段动作,115线路测保CSC163A零序过流Ⅱ段动作
1296,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A零序过流Ⅲ段保护动作,115线路测保CSC163A零序过流Ⅲ段保护动作
1297,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A零序过流Ⅳ段保护动作,115线路测保CSC163A零序过流Ⅳ段保护动作
1298,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A纵联差动保护动作,115线路测保CSC163A纵联差动保护动作
1299,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A相间距离Ⅰ段保护动作,115线路测保CSC163A相间距离Ⅰ段保护动作
1300,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A相间距离Ⅱ段保护动作,115线路测保CSC163A相间距离Ⅱ段保护动作
1301,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A相间距离Ⅲ段保护动作,115线路测保CSC163A相间距离Ⅲ段保护动作
1302,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A接地距离Ⅰ段保护动作,115线路测保CSC163A接地距离Ⅰ段保护动作
1303,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A接地距离Ⅱ段保护动作,115线路测保CSC163A接地距离Ⅱ段保护动作
1304,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A接地距离Ⅲ段保护动作,115线路测保CSC163A接地距离Ⅲ段保护动作
1305,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A距离加速保护动作,115线路测保CSC163A距离加速保护动作
1306,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A零序加速保护动作,115线路测保CSC163A零序加速保护动作
1307,110kV,110kV115备用线,115线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,115线路测保CSC163A重合闸动作,115线路测保CSC163A重合闸动作
1308,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163ACT断线,115线路测保CSC163ACT断线
1309,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163APT断线,115线路测保CSC163APT断线
1310,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,115线路测保CSC163A装置故障,115线路测保CSC163A装置故障
1311,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163A装置异常,115线路测保CSC163A装置异常
1312,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,115线路测保CSC163A通信中断,115线路测保CSC163A通信中断
1313,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163A对时异常,115线路测保CSC163A对时异常
1314,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163A保护通道异常,115线路测保CSC163A保护通道异常
1315,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163A过负荷告警,115线路测保CSC163A过负荷告警
1316,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163ASV总告警,115线路测保CSC163ASV总告警
1317,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163AGOOSE总告警,115线路测保CSC163AGOOSE总告警
1318,110kV,110kV115备用线,115线路测保A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,115线路测保CSC163A就地控制,115线路测保CSC163A就地控制
1319,110kV,110kV115备用线,115线路测保A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,115线路测保装置控制切至就地位置,115线路测保装置控制切至就地位置
1320,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115线路测保CSC163A检修不一致,115线路测保CSC163A检修不一致
1321,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,115线路测保CSC163A检修压板投入,115线路测保CSC163A检修压板投入
1322,110kV,110kV115备用线,115线路测保A,二次设备,异常,,,PSCADA放电/已充电,二次设备异常告警,是,115线路测保CSC163A重合闸充电完成,115线路测保CSC163A重合闸充电完成
1323,110kV,110kV115备用线,115线路测保A,二次设备,变位,,,PSCADA退出/投入,软压板,是,115线路测保CSC163A停用重合闸软压板投入,115线路测保CSC163A停用重合闸软压板投入
1324,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531保护动作,115线路测保UDL-531保护动作
1325,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531主保护动作,115线路测保UDL-531主保护动作
1326,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531后备保护动作,115线路测保UDL-531后备保护动作
1327,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531电流Ⅰ段动作,115线路测保UDL-531电流Ⅰ段动作
1328,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531电流Ⅱ段动作,115线路测保UDL-531电流Ⅱ段动作
1329,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531电流Ⅲ段动作,115线路测保UDL-531电流Ⅲ段动作
1330,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531零序过流Ⅰ段动作,115线路测保UDL-531零序过流Ⅰ段动作
1331,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531零序过流Ⅱ段动作,115线路测保UDL-531零序过流Ⅱ段动作
1332,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531零序过流Ⅲ段保护动作,115线路测保UDL-531零序过流Ⅲ段保护动作
1333,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531零序过流Ⅳ段保护动作,115线路测保UDL-531零序过流Ⅳ段保护动作
1334,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531纵联差动保护动作,115线路测保UDL-531纵联差动保护动作
1335,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531相间距离Ⅰ段保护动作,115线路测保UDL-531相间距离Ⅰ段保护动作
1336,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531相间距离Ⅱ段保护动作,115线路测保UDL-531相间距离Ⅱ段保护动作
1337,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531相间距离Ⅲ段保护动作,115线路测保UDL-531相间距离Ⅲ段保护动作
1338,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531接地距离Ⅰ段保护动作,115线路测保UDL-531接地距离Ⅰ段保护动作
1339,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531接地距离Ⅱ段保护动作,115线路测保UDL-531接地距离Ⅱ段保护动作
1340,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531接地距离Ⅲ段保护动作,115线路测保UDL-531接地距离Ⅲ段保护动作
1341,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531距离加速保护动作,115线路测保UDL-531距离加速保护动作
1342,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531零序加速保护动作,115线路测保UDL-531零序加速保护动作
1343,110kV,110kV115备用线,115线路测保B,二次设备,事故,,,PSCBDB复归/动作,保护事件,是,115线路测保UDL-531重合闸动作,115线路测保UDL-531重合闸动作
1344,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531CT断线,115线路测保UDL-531CT断线
1345,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531PT断线,115线路测保UDL-531PT断线
1346,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备故障告警,是,115线路测保UDL-531装置故障,115线路测保UDL-531装置故障
1347,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531装置异常,115线路测保UDL-531装置异常
1348,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB恢复/中断,二次设备故障告警,是,115线路测保UDL-531通信中断,115线路测保UDL-531通信中断
1349,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531对时异常,115线路测保UDL-531对时异常
1350,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531保护通道异常,115线路测保UDL-531保护通道异常
1351,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531过负荷告警,115线路测保UDL-531过负荷告警
1352,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531SV总告警,115线路测保UDL-531SV总告警
1353,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531GOOSE总告警,115线路测保UDL-531GOOSE总告警
1354,110kV,110kV115备用线,115线路测保B,二次设备,告知,,,PSCBDB远方/就地,一般遥信,是,115线路测保UDL-531就地控制,115线路测保UDL-531就地控制
1355,110kV,110kV115备用线,115线路测保B,二次设备,告知,,,PSCBDB远方/就地,一般遥信,是,115线路测保装置控制切至就地位置,115线路测保装置控制切至就地位置
1356,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115线路测保UDL-531检修不一致,115线路测保UDL-531检修不一致
1357,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB退出/投入,二次设备异常告警,是,115线路测保UDL-531检修压板投入,115线路测保UDL-531检修压板投入
1358,110kV,110kV115备用线,115线路测保B,二次设备,异常,,,PSCBDB放电/已充电,二次设备异常告警,是,115线路测保UDL-531重合闸充电完成,115线路测保UDL-531重合闸充电完成
1359,110kV,110kV115备用线,115线路测保B,二次设备,变位,,,PSCBDB退出/投入,软压板,是,115线路测保UDL-531停用重合闸软压板投入,115线路测保UDL-531停用重合闸软压板投入
1360,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体A异常,115合智一体A异常
1361,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,115合智一体A故障,115合智一体A故障
1362,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体A控制回路断线,115合智一体A控制回路断线
1363,110kV,110kV115备用线,115合智一体A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,115合智一体A就地控制,115合智一体A就地控制
1364,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体A对时异常,115合智一体A对时异常
1365,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,115合智一体A检修压板投入,115合智一体A检修压板投入
1366,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体AGOOSE总告警,115合智一体AGOOSE总告警
1367,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体ASV总告警,115合智一体ASV总告警
1368,110kV,110kV115备用线,115合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,115合智一体A检修不一致,115合智一体A检修不一致
1369,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115合智一体B异常,115合智一体B异常
1370,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备故障告警,是,115合智一体B故障,115合智一体B故障
1371,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115合智一体B对时异常,115合智一体B对时异常
1372,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB退出/投入,二次设备异常告警,是,115合智一体B检修压板投入,115合智一体B检修压板投入
1373,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115合智一体BGOOSE总告警,115合智一体BGOOSE总告警
1374,110kV,110kV115备用线,115合智一体B,二次设备,异常,,,PSCBDB复归/告警,二次设备异常告警,是,115合智一体BSV总告警,115合智一体BSV总告警
